Year,Type,SO4,NO3,NH4,TOC
2003,CLOUD,3.21,1.22,0.15,0.6
2003,CLOUD,3.18,2.4,1.68,1.76
2003,CLOUD,3.1,1.86,0.55,1.1
2003,CLOUD,3.05,2.83,0.68,3.33
2003,CLOUD,2.76,1.16,1.02,2.02
2003,CLOUD,2.76,1.13,0,4.63
2003,CLOUD,2.39,1.49,1.03,2.99
2003,CLOUD,2.3,1.26,0,1.05
2003,CLOUD,1.79,2.82,,2.33
2003,CLOUD,1.66,0.49,0.33,2.2
2003,CLOUD,1.42,0.77,0.16,0.42
2003,CLOUD,1.39,0.74,0.18,0.38
2003,CLOUD,1.25,0.46,0.81,0.64
2003,CLOUD,0.85,0.71,0.19,0.93
2003,CLOUD,0.76,1.07,0.03,0.75
2003,CLOUD,0.57,0.35,0.02,0.89
2003,CLOUD,,,,
2003,RAIN,6.37,1.79,1.47,3.18
2003,RAIN,5.98,3.18,0.97,2.3
2003,RAIN,5.12,1.27,1,2.5
2003,RAIN,4.13,0.49,6.62,2.72
2003,RAIN,2.58,3.39,,6.78
2003,RAIN,2.56,1.39,0.34,4.26
2003,RAIN,2.19,1.81,0.15,1.56
2003,RAIN,1.69,2.47,0.13,2.15
2003,RAIN,1.28,0.81,0.29,4.63
2003,RAIN,1.17,0.9,0,1.14
2003,RAIN,1.06,0.61,0.06,1.81
2003,RAIN,1.01,0.76,0.2,1.8
2003,RAIN,1,1.13,0.12,1.18
2003,RAIN,0.99,0.59,0.1,0.96
2003,RAIN,0.85,0.74,0.15,0.7
2003,RAIN,0.78,1.88,0,1.23
2003,RAIN,0.75,0.59,0.16,0.62
2003,RAIN,0.74,0.44,0.14,1.03
2003,RAIN,0.65,1.12,0.02,0.66
2003,RAIN,0.32,0.65,0.05,0
2003,RAIN,0.22,0.38,0.01,0.26
2003,RAIN,0.21,0.38,0,0.4
2003,RAIN,0.17,0.23,0.1,0.86
2002,CLOUD,46.8,17.35,16,16.37
2002,CLOUD,22.92,8.67,4.2,5.64
2002,CLOUD,20.22,6.68,6.1,5.61
2002,CLOUD,18.78,7.08,4.24,5.75
2002,CLOUD,18.72,7.7,7.3,5.21
2002,CLOUD,18.48,8.72,1.59,2.33
2002,CLOUD,16.14,7.52,4.56,6.06
2002,CLOUD,10.86,4.51,2.42,2.01
2002,CLOUD,7.22,3.5,1.44,2.56
2002,CLOUD,6.89,2.61,1.89,1.75
2002,CLOUD,6.41,3.85,1.91,4.82
2002,CLOUD,4.63,4.69,1.74,9.07
2002,CLOUD,3.62,1.9,1,0.82
2002,CLOUD,3.33,1.02,0.54,1.26
2002,CLOUD,2.8,0.53,0.56,0.77
2002,CLOUD,2.66,0.75,0.54,0.71
2002,CLOUD,2.51,1.06,0.65,1.11
2002,CLOUD,1.83,0.27,0.09,0.47
2002,CLOUD,1.62,0.18,0.1,0.42
2002,CLOUD,1.4,1.2,1.13,1.99
2002,CLOUD,0.78,0.93,1.06,2.34
2002,CLOUD,0.57,0.31,0.17,0.93
2002,CLOUD,0,0.13,0.09,0.3
2002,RAIN,3.82,1.68,0.73,0.91
2002,RAIN,2.08,0.66,0.52,0.6
2002,RAIN,2.04,0.18,0.02,0.75
2002,RAIN,1.76,0.18,0.04,0.28
2002,RAIN,1.74,0.8,0.08,0.78
2002,RAIN,1.36,1.11,0.32,0.64
2002,RAIN,0.95,0.18,0.04,0.35
2002,RAIN,0.54,0.18,0.05,0.34
2002,RAIN,0.49,0.18,0.05,0.32
2002,RAIN,0.46,0.22,0.04,0.79
2002,RAIN,0.45,0.18,0.01,1.84
2002,RAIN,0.27,0.18,0.02,0.85
2002,RAIN,0.26,0.09,0.03,0.53
2002,RAIN,0.22,0.13,0.04,0.36
2001,CLOUD,44.3,16.82,11.6,7.06
2001,CLOUD,24.9,11.42,4.26,4.79
2001,CLOUD,14.2,3.85,2.84,2.74
2001,CLOUD,11.4,4.82,2.16,3.38
2001,CLOUD,11.2,4.78,1.5,2.97
2001,CLOUD,9.48,4.12,3.08,7.28
2001,CLOUD,8.08,2.04,2.1,2.16
2001,CLOUD,7.69,5.22,2.34,4.1
2001,CLOUD,7.01,2.17,1.6,2.34
2001,CLOUD,6.75,3.81,4.08,4.79
2001,CLOUD,5.85,4.51,3.42,3.63
2001,CLOUD,5.83,2.92,0.96,1.46
2001,CLOUD,4.32,1.73,1.23,2.26
2001,CLOUD,4.03,1.81,0.36,0.82
2001,CLOUD,3.88,3.14,0.62,1.62
2001,CLOUD,3.81,1.77,0.59,1.39
2001,CLOUD,3.65,2.3,0.89,2.4
2001,CLOUD,3.32,3.23,1.06,2.13
2001,CLOUD,3.03,2.35,1.02,3.18
2001,CLOUD,2.11,1.33,0.34,
2001,CLOUD,2.01,1.42,0.87,1.4
2001,CLOUD,1.94,0.66,0.4,1.11
2001,CLOUD,1.56,0.4,0.31,0.56
2001,CLOUD,1.38,0.58,0.49,1.21
2001,CLOUD,1.15,0.62,0.32,0.98
2001,CLOUD,1.09,0.58,0.31,1.07
2001,CLOUD,0.89,0.71,0.37,1.15
2001,CLOUD,0.84,0.27,0.2,0.69
2001,CLOUD,0.69,1.11,0.33,1.7
2001,CLOUD,0.66,0.18,0.04,0.32
2001,CLOUD,0.38,0.13,0.06,0.45
2001,RAIN,6.01,2.52,1.05,1.22
2001,RAIN,5.25,1.86,1.01,3.08
2001,RAIN,4.64,3.54,0.4,
2001,RAIN,3.05,1.24,0.39,1.38
2001,RAIN,2.1,1.5,0.3,0.9
2001,RAIN,2.04,1.24,0.31,0.96
2001,RAIN,1.77,0.84,0.37,0.73
2001,RAIN,1.61,1.33,0.4,1.39
2001,RAIN,1.3,0.8,0.24,1.85
2001,RAIN,1.3,0.66,0.15,0.45
2001,RAIN,1.08,0.75,0.09,0.63
2001,RAIN,1.05,0.71,0.2,2.82
2001,RAIN,0.98,0.35,0.22,
2001,RAIN,0.94,0.49,0.13,0.98
2001,RAIN,0.9,0.58,0.27,2.26
2001,RAIN,0.79,1.28,0.09,0.69
2001,RAIN,0.77,0.27,0.16,0.52
2001,RAIN,0.7,0.44,0.2,1.2
2001,RAIN,0.58,0.44,0.1,0.45
2001,RAIN,0.45,0.09,0.1,0.69
2001,RAIN,0.44,0.4,0.05,0.53
2001,RAIN,0.37,0.13,0.05,0.24
2001,RAIN,0.35,0.18,0.08,0.57
2001,RAIN,0.08,0.13,0.03,0.49
2001,RAIN,,3.98,1.05,
2000,CLOUD,31.2,17.53,8.88,5.9
2000,CLOUD,15.9,7.97,4.2,5.42
2000,CLOUD,15.72,7.21,4.08,2.75
2000,CLOUD,11.76,3.98,2.58,3.28
2000,CLOUD,11.74,2.79,1.91,2.21
2000,CLOUD,11.1,5.62,1.52,2.36
2000,CLOUD,10.86,5.49,2.02,3.5
2000,CLOUD,8.83,2.74,1.15,0.94
2000,CLOUD,7.92,7.3,1.64,1.72
2000,CLOUD,7.15,2.92,1.63,0.96
2000,CLOUD,6.38,2.57,1.53,2.66
2000,CLOUD,6.29,3.81,1.61,1.59
2000,CLOUD,5.48,2.66,0.82,0.97
2000,CLOUD,5.44,3.89,3.36,4.93
2000,CLOUD,5.24,5.36,1.92,0.7
2000,CLOUD,5.18,3.45,1.78,2.82
2000,CLOUD,4.71,3.63,0.71,1.73
2000,CLOUD,4.64,3.14,1.81,1.77
2000,CLOUD,3.69,2.17,0.84,1.5
2000,CLOUD,3.42,0.89,0.72,0.57
2000,CLOUD,3.33,1.33,0.47,0.65
2000,CLOUD,2.72,1.2,0.72,1.41
2000,CLOUD,2.45,1.06,0.35,0.95
2000,CLOUD,1.95,1.33,0.61,0.97
2000,CLOUD,1.87,0.84,0.62,1.7
2000,CLOUD,1.43,0.58,0.46,0.66
2000,CLOUD,1.24,0.49,0.45,0.61
2000,CLOUD,1.2,0.53,0.15,0.56
2000,CLOUD,0.51,0.18,0.04,0.33
2000,CLOUD,0.1,0.09,0.03,0.14
2000,CLOUD,0.1,0.13,0.01,0.17
2000,CLOUD,0,0.27,0.13,0.18
2000,CLOUD,0,0.22,0.02,0.02
2000,CLOUD,0,0.09,0.02,0.13
2000,CLOUD,0,0.04,0.02,0.15
2000,RAIN,5.18,1.81,0.64,1.23
2000,RAIN,4.84,3.1,1.36,0.81
2000,RAIN,4.53,4.51,0.7,2.35
2000,RAIN,3.65,1.64,0.81,0.74
2000,RAIN,2.83,1.24,0.31,0.6
2000,RAIN,2.62,1.42,0.54,1.23
2000,RAIN,2.54,1.77,0.61,0.79
2000,RAIN,2.43,1.06,0.6,0.5
2000,RAIN,2.26,1.37,0.32,0.94
2000,RAIN,2.16,1.28,0.19,1.4
2000,RAIN,1.52,0.35,0.3,1.16
2000,RAIN,1.31,0.71,0.33,1.37
2000,RAIN,1.22,0.71,0.19,0.53
2000,RAIN,1.15,0.49,0.15,0.62
2000,RAIN,1.06,0.8,0.23,0.55
2000,RAIN,0.79,0.13,0.01,0
2000,RAIN,0.6,0.22,0.11,0.5
2000,RAIN,0.42,0.49,0.12,0.53
2000,RAIN,0.36,0.09,0.12,0.38
2000,RAIN,0.29,0.04,0.01,0.3
2000,RAIN,0.19,0.13,0.01,0.1
1999,CLOUD,36.56,10.27,4.4,13.42
1999,CLOUD,32.28,,,
1999,CLOUD,18.44,16.55,3.68,5.18
1999,CLOUD,15.6,7.7,5.82,8.4
1999,CLOUD,13.44,8.85,2.84,4.47
1999,CLOUD,10.56,6.28,2.16,2.5
1999,CLOUD,9.68,4.12,1.94,2.24
1999,CLOUD,9.02,3.67,1.81,3.42
1999,CLOUD,8.82,2.97,1.51,1.95
1999,CLOUD,8.19,3.5,2.1,2.54
1999,CLOUD,8.07,7.35,3,4.61
1999,CLOUD,7.37,4.34,1.36,2.21
1999,CLOUD,7.16,2.7,1.57,1.81
1999,CLOUD,6.78,2.83,1.7,3.03
1999,CLOUD,5.24,1.9,1.45,2.09
1999,CLOUD,4.8,2.92,1.41,2.41
1999,CLOUD,4.46,2.43,0.71,3.18
1999,CLOUD,4.23,1.55,1.15,1.76
1999,CLOUD,4.15,3.41,0.97,1.74
1999,CLOUD,3.8,2.21,0.94,1.33
1999,CLOUD,3.65,3.94,2.82,3.12
1999,CLOUD,3.64,1.99,0.83,1.14
1999,CLOUD,3.18,3.41,1.08,2.4
1999,CLOUD,2.79,1.99,0.54,1.04
1999,CLOUD,2.61,,,
1999,CLOUD,2.38,1.15,0.33,0.65
1999,CLOUD,2.37,1.37,0.64,0.93
1999,CLOUD,2.17,2.57,1.93,2.2
1999,CLOUD,2.11,1.02,0.8,2.44
1999,CLOUD,2.02,2.39,0.89,1.38
1999,CLOUD,2.02,0.8,0.62,2.63
1999,CLOUD,1.65,,,5.16
1999,CLOUD,1.55,1.24,0.48,1.52
1999,CLOUD,1.3,0.84,0.34,1.2
1999,CLOUD,1.26,1.2,0.46,1.51
1999,CLOUD,0.95,0.44,0.22,1.03
1999,CLOUD,0.93,0.93,0.29,0.8
1999,CLOUD,0.8,0.49,0.34,0.48
1999,CLOUD,0.63,0.66,0.24,0.92
1999,CLOUD,0.62,0.84,0.14,1.05
1999,CLOUD,0.58,1.02,0.15,0.8
1999,CLOUD,0.35,0.66,0.13,0.42
1999,RAIN,8.71,6.02,0.71,1.57
1999,RAIN,5.45,2.48,0.93,2.71
1999,RAIN,5.3,3.5,1.38,2.31
1999,RAIN,5,0.62,0.24,1.04
1999,RAIN,4.9,2.7,0.74,1.05
1999,RAIN,4.81,2.12,0.88,1.92
1999,RAIN,4,1.77,1.07,1.61
1999,RAIN,3.92,2.52,0.71,1.31
1999,RAIN,3.61,1.28,0.42,0.63
1999,RAIN,3.54,2.48,0.83,1.36
1999,RAIN,3.42,1.95,0.56,2.48
1999,RAIN,2.65,1.68,0.48,1.19
1999,RAIN,2.57,1.2,0.26,0.51
1999,RAIN,2.37,1.2,0.52,0.94
1999,RAIN,2.36,1.15,0.27,0.39
1999,RAIN,2.29,0.66,0.16,1.14
1999,RAIN,2.21,,,
1999,RAIN,2.17,1.33,0.46,1.64
1999,RAIN,2.16,1.68,0.39,1.59
1999,RAIN,1.88,0.35,0.17,0.58
1999,RAIN,1.87,0.84,0.44,1.3
1999,RAIN,1.75,1.68,0.78,1.36
1999,RAIN,1.32,0.66,0.34,0.55
1999,RAIN,1.31,1.15,0.3,0.61
1999,RAIN,1.22,0.97,0.28,0.47
1999,RAIN,1.18,1.11,0.35,1.02
1999,RAIN,1.15,0.84,0.2,0.42
1999,RAIN,1.13,0.27,0.17,0.46
1999,RAIN,1.07,0.58,0.3,1.91
1999,RAIN,1.03,0.62,0.18,0.63
1999,RAIN,0.98,0.62,0.18,1.43
1999,RAIN,0.95,1.15,0.44,0.96
1999,RAIN,0.72,0.75,0.15,1.73
1999,RAIN,0.69,0.75,0.19,0.7
1999,RAIN,0.55,0.75,0.16,1.13
1999,RAIN,0.54,0.44,0.13,0.22
1999,RAIN,0.54,0.53,0.11,0.82
1999,RAIN,0.5,0.44,0.1,0.72
1998,CLOUD,47.5,22.31,6,8.11
1998,CLOUD,41.3,15.4,4.12,6.55
1998,CLOUD,37.5,14.87,7.2,6.26
1998,CLOUD,22.14,5.8,4.86,6.51
1998,CLOUD,20.1,9.65,2.2,4.62
1998,CLOUD,19.88,16.82,3.4,8.05
1998,CLOUD,18.4,7.97,1.91,5.37
1998,CLOUD,17.4,8.28,2.58,3.25
1998,CLOUD,14.28,3.36,2.68,3.7
1998,CLOUD,13.36,9.21,2.12,3.2
1998,CLOUD,11.06,3.28,1.7,3.85
1998,CLOUD,11.02,5.62,1.35,1.09
1998,CLOUD,11,1.99,1.93,2.16
1998,CLOUD,10.68,6.11,2.3,5.26
1998,CLOUD,10.2,4.2,1.09,1.44
1998,CLOUD,8.79,3.32,1.67,2.26
1998,CLOUD,7.75,7.13,1.25,1.52
1998,CLOUD,6.66,4.16,2,2.11
1998,CLOUD,6.22,3.01,1.67,1.28
1998,CLOUD,6.05,1.42,1.21,2.58
1998,CLOUD,5.83,2.7,1.42,1.7
1998,CLOUD,5.44,1.55,1.17,2.26
1998,CLOUD,5.07,5.09,1.52,2.57
1998,CLOUD,5.07,1.5,0.96,3.27
1998,CLOUD,4.92,2.21,1.14,1.04
1998,CLOUD,4.76,2.74,1.39,3.15
1998,CLOUD,4.22,1.37,0.71,2.63
1998,CLOUD,3.97,3.32,1.06,1.19
1998,CLOUD,3.81,1.15,0.61,2.84
1998,CLOUD,3.66,0.93,0.72,1.28
1998,CLOUD,3.3,0.71,0.3,0.49
1998,CLOUD,2.94,1.11,0.3,0.86
1998,CLOUD,2.63,1.15,0.21,2.43
1998,CLOUD,2.56,0.93,0.44,1.91
1998,CLOUD,2.46,1.06,0.42,1.58
1998,CLOUD,2.46,0.66,0.13,2.29
1998,CLOUD,2.37,0.66,0.23,0.83
1998,CLOUD,2.27,1.46,0.24,1.65
1998,CLOUD,1.47,1.42,0.74,1.76
1998,CLOUD,1.47,0.8,0.17,1.35
1998,CLOUD,1.38,0.62,0.21,1.68
1998,CLOUD,1.33,1.11,0.34,2.5
1998,CLOUD,1.29,0.89,0.36,0.74
1998,CLOUD,1.27,0.58,0.04,0.95
1998,CLOUD,1.24,0.84,0.38,1.32
1998,CLOUD,1.23,0.49,0.02,1.73
1998,CLOUD,1.21,0.8,0.17,1.5
1998,CLOUD,1.09,0.35,0.01,0.59
1998,CLOUD,1.02,1.42,0.34,1.34
1998,CLOUD,1,0,0.01,0.62
1998,CLOUD,0.99,0.35,0.13,1.15
1998,CLOUD,0.97,0.22,0.01,2.48
1998,CLOUD,0.91,0.8,0.05,0.69
1998,CLOUD,0.91,0,0.02,0.44
1998,CLOUD,0.71,0.49,0.08,0.61
1998,CLOUD,0.57,0,0.02,1.16
1998,CLOUD,0.54,0.27,0.06,0.4
1998,CLOUD,0.52,0.22,0.02,0.42
1998,CLOUD,0.26,0.31,0.11,0.54
1998,CLOUD,0.24,0.31,0.11,0.77
1998,CLOUD,0.19,0.27,0.01,0.97
1998,CLOUD,0.16,0.49,0.07,0.64
1998,CLOUD,0.16,0.27,0.01,0.7
1998,CLOUD,0.1,0,0.01,0.3
1998,CLOUD,0,0.09,0,0.33
1998,CLOUD,0,0.04,0,0.34
1998,CLOUD,0,0,0,0.21
1998,RAIN,6.84,2.83,1.45,
1998,RAIN,5.94,2.12,0.42,0.66
1998,RAIN,5.51,2.83,1.08,1.69
1998,RAIN,4.97,1.73,0.82,0.97
1998,RAIN,3.18,1.2,0.49,
1998,RAIN,2.25,1.55,0.28,2.3
1998,RAIN,2.04,0.89,0.26,0.51
1998,RAIN,1.68,0.93,0.13,0.59
1998,RAIN,1.63,0.75,0.23,1.5
1998,RAIN,1.32,0.8,0.12,1.09
1998,RAIN,1.31,0.62,0.32,0.7
1998,RAIN,1.22,0.44,0.28,0.79
1998,RAIN,1.12,0.75,0.3,0.62
1998,RAIN,1.12,0.84,0.22,2.71
1998,RAIN,0.64,0.4,0.06,2.32
1998,RAIN,0.62,0,0.04,0.61
1998,RAIN,0.6,0,0,0.69
1998,RAIN,0.59,0.31,0.13,0.95
1998,RAIN,0.58,0.35,0.01,3.26
1998,RAIN,0.47,0.49,0.1,1.72
1998,RAIN,0.4,0.62,0.05,0.58
1998,RAIN,0.4,0.49,0.01,0.35
1998,RAIN,0.35,0.04,0.01,0.85
1998,RAIN,0.34,0.13,0.03,0.73
1998,RAIN,0.33,0.04,0.01,0.56
1998,RAIN,0.32,0,0,0.83
1998,RAIN,0.31,0.18,0,0.78
1998,RAIN,0.31,0.09,0,0.32
1998,RAIN,0.29,0.27,0,0.61
1998,RAIN,0.27,0.13,0.03,0.38
1998,RAIN,0.27,0,0,0.76
1998,RAIN,0.24,0.44,0,0.31
1998,RAIN,0.23,0.4,0.02,0.57
1998,RAIN,0.22,0.35,0.1,0.73
1998,RAIN,0.2,0.09,0.01,0.44
1998,RAIN,0.17,0.31,0.08,0.54
1998,RAIN,0.17,0.22,0,0.54
1998,RAIN,0.15,0.13,0.04,0.69
1998,RAIN,0.15,0,0,2.03
1998,RAIN,0.14,0.22,0,0.37
1998,RAIN,0.11,0.13,0.02,0.3
1998,RAIN,0.1,0.04,0.06,0.59
1998,RAIN,0.1,0,0.01,0.36
1998,RAIN,0.05,0.04,0,0.59
1998,RAIN,0.03,0,0,0.71
1997,CLOUD,26.7,12.04,6.24,8.89
1997,CLOUD,24.15,15.76,4.16,5.9
1997,CLOUD,20,2.74,1.31,4.33
1997,CLOUD,17.7,6.64,5.1,5.19
1997,CLOUD,15.8,7.7,2.2,5.94
1997,CLOUD,15.4,4.29,2.42,4.64
1997,CLOUD,13.65,6.9,2.92,4.92
1997,CLOUD,12.35,6.77,3.07,7.23
1997,CLOUD,11.69,2.57,0.65,2.69
1997,CLOUD,11.18,8.72,1.39,4.34
1997,CLOUD,9.05,4.34,1.97,3.6
1997,CLOUD,8.98,4.78,0.83,2.07
1997,CLOUD,6.41,0.75,0.66,1.73
1997,CLOUD,6.25,8.98,3.57,2.38
1997,CLOUD,6.06,4.74,2.13,4.72
1997,CLOUD,5.69,1.24,0.41,2.58
1997,CLOUD,4.83,1.81,0.98,2.89
1997,CLOUD,4.76,2.35,1.24,2.48
1997,CLOUD,4.48,2.08,0.69,1.69
1997,CLOUD,4.12,2.21,0.96,4.88
1997,CLOUD,3.14,0.62,0.15,0.46
1997,CLOUD,3.03,2.04,0.86,3.31
1997,CLOUD,2.9,2.92,0.58,3.72
1997,CLOUD,2.9,2.79,0.36,1.66
1997,CLOUD,2.45,3.76,1.92,0.6
1997,CLOUD,2.25,1.28,0.58,2.5
1997,CLOUD,1.35,0.62,0.29,3.11
1997,CLOUD,1.2,0.62,0.15,0.29
1997,CLOUD,0.93,0.93,0.33,1.63
1997,CLOUD,0.76,2.26,0.72,0.47
1997,CLOUD,0.75,0.58,0.36,1.5
1997,CLOUD,0.72,1.06,0.07,0.66
1997,CLOUD,0.68,0.31,0.2,0.59
1997,CLOUD,0.48,0.27,0.19,0.57
1997,RAIN,8.99,2.97,1.32,2.29
1997,RAIN,7.36,1.95,1.15,1.88
1997,RAIN,7.13,2.57,0.67,1.47
1997,RAIN,5.21,3.32,1.34,0.4
1997,RAIN,5.11,3.14,0.47,1.45
1997,RAIN,4.85,3.36,1.01,2.57
1997,RAIN,4.67,4.43,0.45,1.81
1997,RAIN,4.47,1.9,0.56,2.32
1997,RAIN,4.28,2.74,1,3.28
1997,RAIN,3.53,2.21,0.6,1.98
1997,RAIN,3.38,1.46,0.44,2.08
1997,RAIN,3.28,1.68,0.33,1.55
1997,RAIN,2.58,1.55,0.32,0.29
1997,RAIN,2.53,1.33,0.43,0.69
1997,RAIN,2.22,1.06,0.42,2.02
1997,RAIN,1.83,0.97,0.43,2.41
1997,RAIN,1.69,1.64,0.16,0.93
1997,RAIN,1.54,1.02,0.33,0.52
1997,RAIN,1.16,0.58,0.14,0.48
1997,RAIN,1.15,0.66,0.15,0.44
1997,RAIN,1.05,0.97,0.22,1.65
1997,RAIN,0.93,0.18,0.16,0.35
1997,RAIN,0.8,0.31,0.15,1.02
1997,RAIN,0.64,0.97,0,0.76
1997,RAIN,0.57,0.49,0.24,0.61
1997,RAIN,0.55,0.44,0.03,0.53
1997,RAIN,0.54,0.27,0.12,0.77
1997,RAIN,0.52,0.13,0.16,2.41
1997,RAIN,0.42,0.53,0.17,1.26
1997,RAIN,0.41,0.62,0.19,1.11
1997,RAIN,,3.36,0.72,2.72
1996,CLOUD,37.2,15.77,7.72,6.72
1996,CLOUD,26,18.61,4.04,4.77
1996,CLOUD,24.4,8.15,6.68,6.7
1996,CLOUD,17.16,13.07,3.62,5.85
1996,CLOUD,15.56,6.73,6,6.76
1996,CLOUD,15.56,13.56,3.86,4.33
1996,CLOUD,13.01,10.37,2.02,5.54
1996,CLOUD,12.92,10.72,2.9,4.07
1996,CLOUD,12.66,7.44,2.08,3.39
1996,CLOUD,9.74,7.53,0.91,3.26
1996,CLOUD,9.64,8.15,1.73,2.91
1996,CLOUD,8.92,5.94,2.24,1.85
1996,CLOUD,8.51,6.78,1.05,1.25
1996,CLOUD,8.33,4.78,3.36,3.21
1996,CLOUD,7.6,5.94,3.58,3.01
1996,CLOUD,7,3.63,1.65,1.13
1996,CLOUD,6.82,2.35,1.71,1.75
1996,CLOUD,6.41,3.01,0.84,2.49
1996,CLOUD,5.03,2.35,0.96,1.8
1996,CLOUD,4.86,2.26,0.57,1.07
1996,CLOUD,4.56,2.35,0.64,1.6
1996,CLOUD,4.54,1.77,1,6.78
1996,CLOUD,4.33,1.77,0.54,0.66
1996,CLOUD,4.23,1.9,0.61,0.98
1996,CLOUD,4.22,1.33,0.43,0.75
1996,CLOUD,3.15,1.73,0.73,1.23
1996,CLOUD,2.78,1.55,0.89,0.98
1996,CLOUD,2.58,1.82,1.26,4.86
1996,CLOUD,2.41,1.42,0.74,3.46
1996,CLOUD,2.09,1.55,0.47,0.84
1996,CLOUD,1.98,0.8,0.36,0.55
1996,CLOUD,1.86,0.93,0.16,0.75
1996,CLOUD,1.71,0.89,0.26,0.65
1996,CLOUD,1.58,1.42,0.28,0.79
1996,CLOUD,1.45,0.93,0.48,1.4
1996,CLOUD,1.31,0.84,0.71,0.74
1996,CLOUD,0.98,0.4,0.09,0.34
1996,CLOUD,0.89,0.97,0.3,0.41
1996,CLOUD,0.75,0.22,0.13,0.36
1996,CLOUD,,24.99,9.6,
1996,CLOUD,,17.72,7.84,
1996,RAIN,4.81,3.06,1.48,2.32
1996,RAIN,4.2,2.7,0.62,1.79
1996,RAIN,3.62,1.86,0.44,1
1996,RAIN,3.1,0.97,0.47,0.94
1996,RAIN,3.07,1.55,0.84,1.53
1996,RAIN,2.8,1.68,0.45,0.45
1996,RAIN,2.67,1.55,0.3,0.48
1996,RAIN,2.54,2.13,0.44,1.19
1996,RAIN,2.47,1.77,0.78,1.13
1996,RAIN,1.51,0.84,0.45,0.29
1996,RAIN,1.46,1.28,0.22,0.93
1996,RAIN,1.36,1.42,0.31,0.63
1996,RAIN,1.33,1.11,0.37,0.81
1996,RAIN,1.25,0.53,0.15,0.23
1996,RAIN,1.19,0.97,0.73,1.23
1996,RAIN,1.07,1.06,0.26,1.2
1996,RAIN,0.89,1.06,0.24,0.49
1996,RAIN,0.68,0.27,0.07,0.3
1996,RAIN,0.6,0.13,0.16,0.57
1996,RAIN,0.48,0.04,0.01,0.68
1996,RAIN,0.47,0.27,0.14,2.14
1996,RAIN,,5.36,0.47,
1995,CLOUD,,33.28,12.89,16.95
1995,CLOUD,29.39,11.86,4.66,4.41
1995,CLOUD,29.33,16.95,6.73,5.83
1995,CLOUD,26.39,15.62,4.06,4.97
1995,CLOUD,23.78,9.78,3.31,4.95
1995,CLOUD,16.18,11.07,2.31,2.67
1995,CLOUD,12.58,5.22,2.37,2.21
1995,CLOUD,10.71,3.01,1.25,1.4
1995,CLOUD,8.18,2.21,1.55,1.77
1995,CLOUD,6.7,1.73,0.85,1.02
1995,CLOUD,6.17,2.43,1.13,1.56
1995,CLOUD,5.9,0.75,0.65,0.67
1995,CLOUD,5.77,2.88,1.59,1.53
1995,CLOUD,5.71,1.11,0.89,2.99
1995,CLOUD,5.5,2.26,1.75,2.39
1995,CLOUD,4.68,1.59,0.82,1.22
1995,CLOUD,4.64,1.15,0.77,1.03
1995,CLOUD,4.27,2.26,1.53,3.07
1995,CLOUD,3.58,4.47,1.81,1.21
1995,CLOUD,3.11,0.89,0.56,0.89
1995,CLOUD,2.81,0.53,0.33,0.59
1995,CLOUD,2.53,0.71,0.46,0.61
1995,CLOUD,2.28,1.02,0.54,1.71
1995,RAIN,6.32,3.67,1.13,1.94
1995,RAIN,5.47,1.81,0.29,0.96
1995,RAIN,5.07,2.39,0.61,1.62
1995,RAIN,4.94,3.14,0.66,1.54
1995,RAIN,3.5,0.4,0.29,0.58
1995,RAIN,3.18,2.17,0.64,2.51
1995,RAIN,2.52,3.81,0.4,0.61
1995,RAIN,1.76,0.8,0.22,0.87
1995,RAIN,1.31,0.22,0.12,0.42
1995,RAIN,0.79,0.22,0.09,0.94
1995,RAIN,0.74,0.22,0.08,0.46
